invoice_id,invoice_date,plant,energy_vendor,energy_type,invoice_amount_usd,billing_period_start,billing_period_end,meter_id,rate_plan,payment_terms,currency
900968,7/13/2024,Plant_TX_Dallas,American Electric Power,Steam,38784.41,6/13/2024,7/13/2024,MTR-36355,Time-of-Use,Net 30,USD
900969,7/22/2024,Plant_TX_Dallas,Duke Energy LLC,Steam,17185.07,6/22/2024,7/22/2024,MTR-31931,Variable,Net 30,USD
900970,7/9/2024,Plant_TX_Dallas,Duke Energy LLC,Steam,43064.22,6/9/2024,7/9/2024,MTR-28800,Time-of-Use,Net 30,USD
900971,7/20/2024,Plant_TX_Dallas,NRG Energy Services,Steam,12265.16,6/20/2024,7/20/2024,MTR-51795,Variable,Net 30,USD
900972,7/18/2024,Plant_TX_Dallas,NRG Energy Services,Natural Gas,36704.05,6/18/2024,7/18/2024,MTR-89571,Fixed,Net 30,USD
900973,7/2/2024,Plant_TX_Dallas,Exelon Utility Co,Electricity,73977.87,6/2/2024,7/2/2024,MTR-49582,Variable,Net 30,USD
900974,7/7/2024,Plant_TX_Dallas,Exelon Utility Co,Natural Gas,37647.93,6/7/2024,7/7/2024,MTR-39754,Variable,Net 30,USD
900975,7/1/2024,Plant_OH_Toledo,Duke Energy,Water & Utilities,20431.5,6/1/2024,7/1/2024,MTR-79084,Variable,Net 30,USD
900976,7/23/2024,Plant_OH_Toledo,Duke Energy,Steam,29259.74,6/23/2024,7/23/2024,MTR-17962,Time-of-Use,Net 30,USD
900977,7/20/2024,Plant_OH_Toledo,Duke Energy,Water & Utilities,5736.21,6/20/2024,7/20/2024,MTR-73705,Time-of-Use,Net 30,USD
900978,7/2/2024,Plant_OH_Toledo,NextEra Energy,Water & Utilities,17608.78,6/2/2024,7/2/2024,MTR-25997,Variable,Net 30,USD
900979,7/2/2024,Plant_OH_Toledo,Dominion Energy,Natural Gas,52749.57,6/2/2024,7/2/2024,MTR-99226,Variable,Net 30,USD
900980,7/1/2024,Plant_OH_Toledo,Dominion Energy,Natural Gas,24537.25,6/1/2024,7/1/2024,MTR-93892,Time-of-Use,Net 30,USD
900981,7/1/2024,Plant_OH_Toledo,Dominion Energy,Natural Gas,49381.86,6/1/2024,7/1/2024,MTR-40903,Fixed,Net 30,USD
900982,7/9/2024,Plant_OH_Toledo,Exelon Utilities,Steam,14259.3,6/9/2024,7/9/2024,MTR-61287,Time-of-Use,Net 30,USD
900983,7/3/2024,Plant_OH_Toledo,Exelon Utilities,Natural Gas,58990.59,6/3/2024,7/3/2024,MTR-78955,Variable,Net 30,USD
900984,7/24/2024,Plant_OH_Toledo,Exelon Utilities,Steam,34830.52,6/24/2024,7/24/2024,MTR-18553,Fixed,Net 30,USD
900985,7/24/2024,Plant_OH_Toledo,NRG Energy,Natural Gas,28050.76,6/24/2024,7/24/2024,MTR-25676,Time-of-Use,Net 30,USD
900986,6/29/2024,Plant_OH_Toledo,FirstEnergy,Steam,10478.28,5/30/2024,6/29/2024,MTR-90385,Time-of-Use,Net 30,USD
900987,7/4/2024,Plant_OH_Toledo,FirstEnergy,Natural Gas,60422.59,6/4/2024,7/4/2024,MTR-23647,Fixed,Net 30,USD
900988,7/16/2024,Plant_OH_Toledo,FirstEnergy,Electricity,64395.94,6/16/2024,7/16/2024,MTR-77940,Fixed,Net 30,USD
900989,7/12/2024,Plant_OH_Toledo,Edison International,Natural Gas,28216.07,6/12/2024,7/12/2024,MTR-26020,Variable,Net 30,USD
900990,7/18/2024,Plant_OH_Toledo,Edison International,Electricity,53327.89,6/18/2024,7/18/2024,MTR-29380,Variable,Net 30,USD
900991,7/9/2024,Plant_OH_Toledo,AES Corporation,Electricity,39285.68,6/9/2024,7/9/2024,MTR-71684,Time-of-Use,Net 30,USD
900992,7/1/2024,Plant_OH_Toledo,AES Corporation,Water & Utilities,16304,6/1/2024,7/1/2024,MTR-41115,Variable,Net 30,USD
900993,7/19/2024,Plant_OH_Toledo,Southern Power,Natural Gas,16316.78,6/19/2024,7/19/2024,MTR-52791,Variable,Net 30,USD
900994,7/2/2024,Plant_OH_Toledo,Southern Power,Natural Gas,46723.05,6/2/2024,7/2/2024,MTR-35755,Variable,Net 30,USD
900995,7/12/2024,Plant_OH_Toledo,American Electric Power,Natural Gas,59208.23,6/12/2024,7/12/2024,MTR-13706,Variable,Net 30,USD
900996,7/15/2024,Plant_OH_Toledo,Duke Energy LLC,Water & Utilities,12946.99,6/15/2024,7/15/2024,MTR-85847,Variable,Net 30,USD
900997,7/18/2024,Plant_OH_Toledo,Duke Energy LLC,Water & Utilities,18656.3,6/18/2024,7/18/2024,MTR-17978,Time-of-Use,Net 30,USD
900998,7/6/2024,Plant_OH_Toledo,Duke Energy LLC,Water & Utilities,19760.06,6/6/2024,7/6/2024,MTR-28765,Fixed,Net 30,USD
900999,7/2/2024,Plant_OH_Toledo,NRG Energy Services,Electricity,85707.9,6/2/2024,7/2/2024,MTR-34020,Fixed,Net 30,USD
901000,7/8/2024,Plant_OH_Toledo,NRG Energy Services,Water & Utilities,11386.68,6/8/2024,7/8/2024,MTR-38966,Variable,Net 30,USD
901001,7/3/2024,Plant_OH_Toledo,Exelon Utility Co,Electricity,22474.92,6/3/2024,7/3/2024,MTR-84784,Fixed,Net 30,USD
901002,7/16/2024,Plant_OH_Toledo,Exelon Utility Co,Water & Utilities,9647.58,6/16/2024,7/16/2024,MTR-36945,Variable,Net 30,USD
901003,7/2/2024,Plant_OH_Toledo,Exelon Utility Co,Natural Gas,23866.96,6/2/2024,7/2/2024,MTR-36813,Variable,Net 30,USD
901004,7/3/2024,Plant_IL_Chicago,Duke Energy,Electricity,20856.89,6/3/2024,7/3/2024,MTR-83182,Fixed,Net 30,USD
901005,7/8/2024,Plant_IL_Chicago,NextEra Energy,Natural Gas,57211.59,6/8/2024,7/8/2024,MTR-59849,Time-of-Use,Net 30,USD
901006,7/14/2024,Plant_IL_Chicago,NextEra Energy,Natural Gas,31536.17,6/14/2024,7/14/2024,MTR-40607,Fixed,Net 30,USD
901007,7/23/2024,Plant_IL_Chicago,NextEra Energy,Electricity,65467.71,6/23/2024,7/23/2024,MTR-25835,Fixed,Net 30,USD
901008,7/3/2024,Plant_IL_Chicago,Dominion Energy,Water & Utilities,21006.14,6/3/2024,7/3/2024,MTR-61107,Time-of-Use,Net 30,USD
901009,7/9/2024,Plant_IL_Chicago,Exelon Utilities,Electricity,26025.48,6/9/2024,7/9/2024,MTR-30406,Time-of-Use,Net 30,USD
901010,7/13/2024,Plant_IL_Chicago,Exelon Utilities,Water & Utilities,7512.21,6/13/2024,7/13/2024,MTR-60136,Time-of-Use,Net 30,USD
901011,7/10/2024,Plant_IL_Chicago,NRG Energy,Electricity,83712.45,6/10/2024,7/10/2024,MTR-90295,Time-of-Use,Net 30,USD
901012,7/19/2024,Plant_IL_Chicago,FirstEnergy,Electricity,65956.08,6/19/2024,7/19/2024,MTR-24781,Variable,Net 30,USD
901013,7/21/2024,Plant_IL_Chicago,Edison International,Water & Utilities,13741.07,6/21/2024,7/21/2024,MTR-62133,Fixed,Net 30,USD
901014,7/2/2024,Plant_IL_Chicago,AES Corporation,Steam,23931.81,6/2/2024,7/2/2024,MTR-24484,Time-of-Use,Net 30,USD
901015,7/12/2024,Plant_IL_Chicago,AES Corporation,Electricity,51901.27,6/12/2024,7/12/2024,MTR-65969,Variable,Net 30,USD
901016,7/6/2024,Plant_IL_Chicago,Southern Power,Natural Gas,73421.27,6/6/2024,7/6/2024,MTR-75981,Variable,Net 30,USD
901017,7/4/2024,Plant_IL_Chicago,American Electric Power,Natural Gas,41070.79,6/4/2024,7/4/2024,MTR-55980,Variable,Net 30,USD
901018,7/2/2024,Plant_IL_Chicago,Duke Energy LLC,Steam,36313.46,6/2/2024,7/2/2024,MTR-69450,Fixed,Net 30,USD
901019,7/20/2024,Plant_IL_Chicago,Duke Energy LLC,Water & Utilities,6849.85,6/20/2024,7/20/2024,MTR-65693,Fixed,Net 30,USD
901020,7/24/2024,Plant_IL_Chicago,NRG Energy Services,Water & Utilities,20580.1,6/24/2024,7/24/2024,MTR-51018,Variable,Net 30,USD
901021,7/20/2024,Plant_IL_Chicago,NRG Energy Services,Steam,14208.83,6/20/2024,7/20/2024,MTR-74661,Time-of-Use,Net 30,USD
901022,7/20/2024,Plant_IL_Chicago,Exelon Utility Co,Electricity,42511.66,6/20/2024,7/20/2024,MTR-25761,Variable,Net 30,USD
901023,7/11/2024,Plant_MI_Detroit,Duke Energy,Natural Gas,12347.13,6/11/2024,7/11/2024,MTR-84691,Time-of-Use,Net 30,USD
901024,7/21/2024,Plant_MI_Detroit,Duke Energy,Natural Gas,23289.64,6/21/2024,7/21/2024,MTR-60533,Variable,Net 30,USD
901025,7/10/2024,Plant_MI_Detroit,NextEra Energy,Electricity,76751.29,6/10/2024,7/10/2024,MTR-89277,Variable,Net 30,USD
901026,7/15/2024,Plant_MI_Detroit,NextEra Energy,Steam,35493.28,6/15/2024,7/15/2024,MTR-24701,Time-of-Use,Net 30,USD
901027,7/20/2024,Plant_MI_Detroit,Dominion Energy,Electricity,47791.68,6/20/2024,7/20/2024,MTR-93132,Variable,Net 30,USD
901028,7/20/2024,Plant_MI_Detroit,Exelon Utilities,Steam,34219.04,6/20/2024,7/20/2024,MTR-53496,Time-of-Use,Net 30,USD
901029,7/12/2024,Plant_MI_Detroit,Exelon Utilities,Water & Utilities,18483.14,6/12/2024,7/12/2024,MTR-24901,Variable,Net 30,USD
901030,7/11/2024,Plant_MI_Detroit,NRG Energy,Steam,31981.97,6/11/2024,7/11/2024,MTR-15688,Fixed,Net 30,USD
901031,7/8/2024,Plant_MI_Detroit,NRG Energy,Steam,16076.44,6/8/2024,7/8/2024,MTR-42136,Fixed,Net 30,USD
901032,7/22/2024,Plant_MI_Detroit,NRG Energy,Natural Gas,32887.47,6/22/2024,7/22/2024,MTR-75298,Fixed,Net 30,USD
901033,7/10/2024,Plant_MI_Detroit,FirstEnergy,Natural Gas,49282.85,6/10/2024,7/10/2024,MTR-97115,Variable,Net 30,USD
901034,7/3/2024,Plant_MI_Detroit,FirstEnergy,Electricity,83801.04,6/3/2024,7/3/2024,MTR-55589,Fixed,Net 30,USD
901035,7/3/2024,Plant_MI_Detroit,FirstEnergy,Water & Utilities,9228.9,6/3/2024,7/3/2024,MTR-68032,Variable,Net 30,USD
901036,7/20/2024,Plant_MI_Detroit,Edison International,Electricity,66905.89,6/20/2024,7/20/2024,MTR-95608,Variable,Net 30,USD
901037,6/30/2024,Plant_MI_Detroit,Edison International,Steam,34483.38,5/31/2024,6/30/2024,MTR-14599,Variable,Net 30,USD
901038,7/23/2024,Plant_MI_Detroit,AES Corporation,Steam,28249.32,6/23/2024,7/23/2024,MTR-39962,Time-of-Use,Net 30,USD
901039,7/24/2024,Plant_MI_Detroit,AES Corporation,Electricity,79496.28,6/24/2024,7/24/2024,MTR-83613,Fixed,Net 30,USD
901040,7/8/2024,Plant_MI_Detroit,Southern Power,Steam,40498.05,6/8/2024,7/8/2024,MTR-62532,Time-of-Use,Net 30,USD
901041,7/5/2024,Plant_MI_Detroit,American Electric Power,Natural Gas,13243.42,6/5/2024,7/5/2024,MTR-34183,Fixed,Net 30,USD
901042,7/8/2024,Plant_MI_Detroit,Duke Energy LLC,Water & Utilities,23647.86,6/8/2024,7/8/2024,MTR-97688,Time-of-Use,Net 30,USD
901043,7/23/2024,Plant_MI_Detroit,NRG Energy Services,Water & Utilities,11308.58,6/23/2024,7/23/2024,MTR-62168,Time-of-Use,Net 30,USD
901044,7/15/2024,Plant_MI_Detroit,NRG Energy Services,Water & Utilities,4051.9,6/15/2024,7/15/2024,MTR-29156,Time-of-Use,Net 30,USD
901045,7/12/2024,Plant_MI_Detroit,Exelon Utility Co,Electricity,51892.04,6/12/2024,7/12/2024,MTR-99449,Variable,Net 30,USD
901046,7/21/2024,Plant_MI_Detroit,Exelon Utility Co,Electricity,86121.17,6/21/2024,7/21/2024,MTR-95005,Variable,Net 30,USD
901047,7/17/2024,Plant_PA_Pittsburgh,Duke Energy,Electricity,94095.18,6/17/2024,7/17/2024,MTR-12544,Variable,Net 30,USD
901048,7/2/2024,Plant_PA_Pittsburgh,Duke Energy,Steam,24199.43,6/2/2024,7/2/2024,MTR-73939,Variable,Net 30,USD
901049,7/20/2024,Plant_PA_Pittsburgh,Duke Energy,Steam,9118.54,6/20/2024,7/20/2024,MTR-53528,Variable,Net 30,USD
901050,7/10/2024,Plant_PA_Pittsburgh,NextEra Energy,Electricity,25590.49,6/10/2024,7/10/2024,MTR-42616,Time-of-Use,Net 30,USD
901051,7/6/2024,Plant_PA_Pittsburgh,NextEra Energy,Steam,29740.34,6/6/2024,7/6/2024,MTR-45245,Variable,Net 30,USD
901052,7/18/2024,Plant_PA_Pittsburgh,NextEra Energy,Electricity,44196.63,6/18/2024,7/18/2024,MTR-44179,Variable,Net 30,USD
901053,7/11/2024,Plant_PA_Pittsburgh,Dominion Energy,Steam,22593.32,6/11/2024,7/11/2024,MTR-84654,Variable,Net 30,USD
901054,7/3/2024,Plant_PA_Pittsburgh,Dominion Energy,Steam,9606.31,6/3/2024,7/3/2024,MTR-80844,Variable,Net 30,USD
901055,7/8/2024,Plant_PA_Pittsburgh,Dominion Energy,Electricity,69128.51,6/8/2024,7/8/2024,MTR-90930,Fixed,Net 30,USD
901056,6/30/2024,Plant_PA_Pittsburgh,Exelon Utilities,Water & Utilities,19065.43,5/31/2024,6/30/2024,MTR-10741,Fixed,Net 30,USD
901057,7/18/2024,Plant_PA_Pittsburgh,NRG Energy,Steam,31728.1,6/18/2024,7/18/2024,MTR-95879,Variable,Net 30,USD
901058,7/22/2024,Plant_PA_Pittsburgh,FirstEnergy,Steam,11428.15,6/22/2024,7/22/2024,MTR-35732,Fixed,Net 30,USD
901059,7/2/2024,Plant_PA_Pittsburgh,FirstEnergy,Steam,23880.59,6/2/2024,7/2/2024,MTR-49407,Fixed,Net 30,USD
901060,7/3/2024,Plant_PA_Pittsburgh,Edison International,Water & Utilities,13465.88,6/3/2024,7/3/2024,MTR-39530,Time-of-Use,Net 30,USD
901061,7/20/2024,Plant_PA_Pittsburgh,AES Corporation,Natural Gas,16479.84,6/20/2024,7/20/2024,MTR-84730,Fixed,Net 30,USD
901062,7/14/2024,Plant_PA_Pittsburgh,Southern Power,Water & Utilities,12320.25,6/14/2024,7/14/2024,MTR-25157,Fixed,Net 30,USD
901063,7/12/2024,Plant_PA_Pittsburgh,American Electric Power,Electricity,63152.95,6/12/2024,7/12/2024,MTR-32714,Fixed,Net 30,USD
901064,7/21/2024,Plant_PA_Pittsburgh,American Electric Power,Electricity,45731.23,6/21/2024,7/21/2024,MTR-19078,Fixed,Net 30,USD
901065,7/23/2024,Plant_PA_Pittsburgh,Duke Energy LLC,Natural Gas,65391.59,6/23/2024,7/23/2024,MTR-71543,Time-of-Use,Net 30,USD
901066,7/22/2024,Plant_PA_Pittsburgh,Duke Energy LLC,Electricity,52777.62,6/22/2024,7/22/2024,MTR-67295,Variable,Net 30,USD
901067,7/1/2024,Plant_PA_Pittsburgh,NRG Energy Services,Natural Gas,33544.64,6/1/2024,7/1/2024,MTR-19727,Fixed,Net 30,USD
901068,7/4/2024,Plant_PA_Pittsburgh,Exelon Utility Co,Steam,32183.54,6/4/2024,7/4/2024,MTR-35421,Variable,Net 30,USD
901069,7/30/2024,Plant_TX_Houston,Duke Energy,Natural Gas,51190.55,6/30/2024,7/30/2024,MTR-11201,Fixed,Net 30,USD
901070,8/1/2024,Plant_TX_Houston,NextEra Energy,Electricity,89257.6,7/2/2024,8/1/2024,MTR-10311,Fixed,Net 30,USD
901071,8/20/2024,Plant_TX_Houston,NextEra Energy,Steam,45473.84,7/21/2024,8/20/2024,MTR-71338,Variable,Net 30,USD
901072,8/13/2024,Plant_TX_Houston,Dominion Energy,Water & Utilities,10512.68,7/14/2024,8/13/2024,MTR-14947,Variable,Net 30,USD
901073,8/5/2024,Plant_TX_Houston,Dominion Energy,Electricity,103374.46,7/6/2024,8/5/2024,MTR-60591,Fixed,Net 30,USD
901074,8/3/2024,Plant_TX_Houston,Exelon Utilities,Natural Gas,13221.6,7/4/2024,8/3/2024,MTR-39590,Variable,Net 30,USD
901075,8/10/2024,Plant_TX_Houston,Exelon Utilities,Steam,24917.07,7/11/2024,8/10/2024,MTR-14219,Fixed,Net 30,USD
901076,8/11/2024,Plant_TX_Houston,Exelon Utilities,Steam,39848.38,7/12/2024,8/11/2024,MTR-99024,Time-of-Use,Net 30,USD
901077,8/3/2024,Plant_TX_Houston,NRG Energy,Natural Gas,51861.67,7/4/2024,8/3/2024,MTR-74369,Fixed,Net 30,USD
901078,8/23/2024,Plant_TX_Houston,NRG Energy,Steam,18601.17,7/24/2024,8/23/2024,MTR-12763,Variable,Net 30,USD
901079,8/16/2024,Plant_TX_Houston,FirstEnergy,Water & Utilities,13299.46,7/17/2024,8/16/2024,MTR-94268,Time-of-Use,Net 30,USD
901080,7/30/2024,Plant_TX_Houston,Edison International,Natural Gas,27288.9,6/30/2024,7/30/2024,MTR-15938,Variable,Net 30,USD
901081,7/30/2024,Plant_TX_Houston,AES Corporation,Natural Gas,55970.83,6/30/2024,7/30/2024,MTR-93453,Fixed,Net 30,USD
901082,8/20/2024,Plant_TX_Houston,Southern Power,Water & Utilities,14987.04,7/21/2024,8/20/2024,MTR-38486,Time-of-Use,Net 30,USD
901083,8/14/2024,Plant_TX_Houston,American Electric Power,Water & Utilities,22060.34,7/15/2024,8/14/2024,MTR-21572,Variable,Net 30,USD
901084,8/18/2024,Plant_TX_Houston,American Electric Power,Water & Utilities,17703.3,7/19/2024,8/18/2024,MTR-52866,Time-of-Use,Net 30,USD
901085,8/22/2024,Plant_TX_Houston,American Electric Power,Electricity,77996.77,7/23/2024,8/22/2024,MTR-55663,Variable,Net 30,USD
901086,8/16/2024,Plant_TX_Houston,Duke Energy LLC,Water & Utilities,5385.15,7/17/2024,8/16/2024,MTR-36250,Variable,Net 30,USD
901087,8/10/2024,Plant_TX_Houston,Duke Energy LLC,Natural Gas,47621.22,7/11/2024,8/10/2024,MTR-92820,Time-of-Use,Net 30,USD
901088,8/18/2024,Plant_TX_Houston,NRG Energy Services,Natural Gas,23798.34,7/19/2024,8/18/2024,MTR-45691,Fixed,Net 30,USD
901089,8/21/2024,Plant_TX_Houston,Exelon Utility Co,Water & Utilities,11451.77,7/22/2024,8/21/2024,MTR-95069,Fixed,Net 30,USD
901090,8/16/2024,Plant_TX_Houston,Exelon Utility Co,Natural Gas,27959.61,7/17/2024,8/16/2024,MTR-63113,Variable,Net 30,USD
901091,8/18/2024,Plant_TX_Houston,Exelon Utility Co,Electricity,59822.73,7/19/2024,8/18/2024,MTR-95717,Variable,Net 30,USD
901092,8/6/2024,Plant_TX_Dallas,Duke Energy,Electricity,85031.52,7/7/2024,8/6/2024,MTR-52363,Variable,Net 30,USD
901093,8/15/2024,Plant_TX_Dallas,NextEra Energy,Water & Utilities,5980.95,7/16/2024,8/15/2024,MTR-48907,Time-of-Use,Net 30,USD
901094,8/9/2024,Plant_TX_Dallas,NextEra Energy,Water & Utilities,6449.09,7/10/2024,8/9/2024,MTR-91370,Fixed,Net 30,USD
901095,7/29/2024,Plant_TX_Dallas,NextEra Energy,Natural Gas,50616.28,6/29/2024,7/29/2024,MTR-34187,Time-of-Use,Net 30,USD
901096,7/31/2024,Plant_TX_Dallas,Dominion Energy,Natural Gas,49743.25,7/1/2024,7/31/2024,MTR-74672,Time-of-Use,Net 30,USD
901097,8/11/2024,Plant_TX_Dallas,Exelon Utilities,Steam,32494.59,7/12/2024,8/11/2024,MTR-70126,Time-of-Use,Net 30,USD
901098,8/7/2024,Plant_TX_Dallas,Exelon Utilities,Steam,30597.52,7/8/2024,8/7/2024,MTR-40787,Variable,Net 30,USD
901099,8/14/2024,Plant_TX_Dallas,NRG Energy,Water & Utilities,21272.79,7/15/2024,8/14/2024,MTR-33527,Fixed,Net 30,USD
901100,8/6/2024,Plant_TX_Dallas,NRG Energy,Steam,45695.16,7/7/2024,8/6/2024,MTR-94048,Time-of-Use,Net 30,USD
901101,8/11/2024,Plant_TX_Dallas,NRG Energy,Natural Gas,41735.9,7/12/2024,8/11/2024,MTR-11403,Time-of-Use,Net 30,USD
901102,7/29/2024,Plant_TX_Dallas,FirstEnergy,Steam,16316.22,6/29/2024,7/29/2024,MTR-58623,Variable,Net 30,USD
901103,8/5/2024,Plant_TX_Dallas,Edison International,Electricity,32691.76,7/6/2024,8/5/2024,MTR-45556,Time-of-Use,Net 30,USD
901104,8/12/2024,Plant_TX_Dallas,AES Corporation,Water & Utilities,19766.75,7/13/2024,8/12/2024,MTR-43562,Variable,Net 30,USD
901105,8/14/2024,Plant_TX_Dallas,AES Corporation,Water & Utilities,8820.98,7/15/2024,8/14/2024,MTR-68034,Fixed,Net 30,USD
901106,8/8/2024,Plant_TX_Dallas,AES Corporation,Water & Utilities,16965.58,7/9/2024,8/8/2024,MTR-39007,Variable,Net 30,USD
901107,8/21/2024,Plant_TX_Dallas,Southern Power,Steam,29892.19,7/22/2024,8/21/2024,MTR-47628,Time-of-Use,Net 30,USD
901108,8/1/2024,Plant_TX_Dallas,Southern Power,Natural Gas,43541.45,7/2/2024,8/1/2024,MTR-57079,Fixed,Net 30,USD
901109,8/2/2024,Plant_TX_Dallas,American Electric Power,Water & Utilities,5307.11,7/3/2024,8/2/2024,MTR-69001,Variable,Net 30,USD
901110,8/17/2024,Plant_TX_Dallas,American Electric Power,Water & Utilities,17875.12,7/18/2024,8/17/2024,MTR-32960,Variable,Net 30,USD
901111,8/21/2024,Plant_TX_Dallas,Duke Energy LLC,Electricity,25613.73,7/22/2024,8/21/2024,MTR-76984,Time-of-Use,Net 30,USD
901112,8/23/2024,Plant_TX_Dallas,Duke Energy LLC,Water & Utilities,11772.87,7/24/2024,8/23/2024,MTR-57332,Time-of-Use,Net 30,USD
901113,8/17/2024,Plant_TX_Dallas,Duke Energy LLC,Natural Gas,46645.64,7/18/2024,8/17/2024,MTR-30431,Time-of-Use,Net 30,USD
901114,8/14/2024,Plant_TX_Dallas,NRG Energy Services,Water & Utilities,13842.54,7/15/2024,8/14/2024,MTR-23027,Variable,Net 30,USD
901115,8/11/2024,Plant_TX_Dallas,Exelon Utility Co,Natural Gas,45916.65,7/12/2024,8/11/2024,MTR-48481,Time-of-Use,Net 30,USD
901116,8/2/2024,Plant_OH_Toledo,Duke Energy,Natural Gas,12110.13,7/3/2024,8/2/2024,MTR-23079,Variable,Net 30,USD
901117,8/13/2024,Plant_OH_Toledo,Duke Energy,Water & Utilities,13755.55,7/14/2024,8/13/2024,MTR-86829,Time-of-Use,Net 30,USD
901118,8/19/2024,Plant_OH_Toledo,Duke Energy,Steam,38233.38,7/20/2024,8/19/2024,MTR-46679,Variable,Net 30,USD
901119,8/1/2024,Plant_OH_Toledo,NextEra Energy,Water & Utilities,18409.49,7/2/2024,8/1/2024,MTR-50446,Time-of-Use,Net 30,USD
901120,8/8/2024,Plant_OH_Toledo,Dominion Energy,Natural Gas,12012.33,7/9/2024,8/8/2024,MTR-80097,Variable,Net 30,USD
901121,8/16/2024,Plant_OH_Toledo,Dominion Energy,Natural Gas,24704.99,7/17/2024,8/16/2024,MTR-95094,Time-of-Use,Net 30,USD
901122,8/17/2024,Plant_OH_Toledo,Dominion Energy,Electricity,78148.32,7/18/2024,8/17/2024,MTR-44908,Variable,Net 30,USD
901123,8/22/2024,Plant_OH_Toledo,Exelon Utilities,Electricity,75601.21,7/23/2024,8/22/2024,MTR-37936,Time-of-Use,Net 30,USD
901124,8/23/2024,Plant_OH_Toledo,Exelon Utilities,Water & Utilities,14013.84,7/24/2024,8/23/2024,MTR-92242,Fixed,Net 30,USD
901125,8/6/2024,Plant_OH_Toledo,NRG Energy,Natural Gas,26665.31,7/7/2024,8/6/2024,MTR-55001,Time-of-Use,Net 30,USD
901126,7/31/2024,Plant_OH_Toledo,NRG Energy,Electricity,45267.02,7/1/2024,7/31/2024,MTR-94787,Variable,Net 30,USD
901127,8/12/2024,Plant_OH_Toledo,FirstEnergy,Electricity,41975.2,7/13/2024,8/12/2024,MTR-73991,Time-of-Use,Net 30,USD
901128,8/12/2024,Plant_OH_Toledo,FirstEnergy,Electricity,75097.72,7/13/2024,8/12/2024,MTR-50755,Time-of-Use,Net 30,USD
901129,7/30/2024,Plant_OH_Toledo,Edison International,Natural Gas,47407.96,6/30/2024,7/30/2024,MTR-83005,Variable,Net 30,USD
901130,8/11/2024,Plant_OH_Toledo,Edison International,Electricity,71730.86,7/12/2024,8/11/2024,MTR-22463,Variable,Net 30,USD
901131,8/15/2024,Plant_OH_Toledo,Edison International,Electricity,27013.22,7/16/2024,8/15/2024,MTR-31443,Variable,Net 30,USD
901132,8/17/2024,Plant_OH_Toledo,AES Corporation,Water & Utilities,18160.27,7/18/2024,8/17/2024,MTR-15178,Time-of-Use,Net 30,USD
901133,8/19/2024,Plant_OH_Toledo,AES Corporation,Natural Gas,58993.57,7/20/2024,8/19/2024,MTR-66508,Variable,Net 30,USD
901134,8/6/2024,Plant_OH_Toledo,Southern Power,Steam,32937.16,7/7/2024,8/6/2024,MTR-61879,Fixed,Net 30,USD
901135,8/12/2024,Plant_OH_Toledo,American Electric Power,Natural Gas,40652.08,7/13/2024,8/12/2024,MTR-48232,Variable,Net 30,USD
901136,7/30/2024,Plant_OH_Toledo,American Electric Power,Steam,40944.8,6/30/2024,7/30/2024,MTR-66861,Time-of-Use,Net 30,USD
901137,8/22/2024,Plant_OH_Toledo,American Electric Power,Steam,9173.03,7/23/2024,8/22/2024,MTR-97915,Time-of-Use,Net 30,USD
901138,8/22/2024,Plant_OH_Toledo,Duke Energy LLC,Water & Utilities,22119.32,7/23/2024,8/22/2024,MTR-33189,Variable,Net 30,USD
901139,8/15/2024,Plant_OH_Toledo,NRG Energy Services,Natural Gas,34890.94,7/16/2024,8/15/2024,MTR-58447,Variable,Net 30,USD
901140,8/12/2024,Plant_OH_Toledo,NRG Energy Services,Electricity,49942.36,7/13/2024,8/12/2024,MTR-64676,Time-of-Use,Net 30,USD
901141,8/12/2024,Plant_OH_Toledo,Exelon Utility Co,Water & Utilities,11536.65,7/13/2024,8/12/2024,MTR-95566,Variable,Net 30,USD
901142,7/31/2024,Plant_OH_Toledo,Exelon Utility Co,Steam,19951.83,7/1/2024,7/31/2024,MTR-54761,Variable,Net 30,USD
901143,8/7/2024,Plant_IL_Chicago,Duke Energy,Natural Gas,53553.89,7/8/2024,8/7/2024,MTR-78101,Time-of-Use,Net 30,USD
901144,8/17/2024,Plant_IL_Chicago,Duke Energy,Steam,18774.84,7/18/2024,8/17/2024,MTR-35142,Variable,Net 30,USD
901145,8/13/2024,Plant_IL_Chicago,Duke Energy,Natural Gas,46345.53,7/14/2024,8/13/2024,MTR-38559,Fixed,Net 30,USD
901146,8/16/2024,Plant_IL_Chicago,NextEra Energy,Water & Utilities,13964.49,7/17/2024,8/16/2024,MTR-43291,Variable,Net 30,USD
901147,8/22/2024,Plant_IL_Chicago,NextEra Energy,Natural Gas,61716.61,7/23/2024,8/22/2024,MTR-79166,Time-of-Use,Net 30,USD
901148,7/30/2024,Plant_IL_Chicago,NextEra Energy,Steam,16283.47,6/30/2024,7/30/2024,MTR-16204,Time-of-Use,Net 30,USD
901149,8/22/2024,Plant_IL_Chicago,Dominion Energy,Water & Utilities,6274.12,7/23/2024,8/22/2024,MTR-20829,Fixed,Net 30,USD
901150,8/4/2024,Plant_IL_Chicago,Dominion Energy,Water & Utilities,4985.49,7/5/2024,8/4/2024,MTR-35963,Fixed,Net 30,USD
